Cell_Name,Animal_Name,Animal_Condition_Sex,Injected_Current,Spike_Nb
2024_04_25E,2024_04_25,SHAM_Male,230,32.0
2024_04_25E,2024_04_25,SHAM_Male,240,32.0
2024_04_25E,2024_04_25,SHAM_Male,250,34.0
2024_04_25E,2024_04_25,SHAM_Male,260,34.0
2024_04_25E,2024_04_25,SHAM_Male,270,34.0
2024_04_25E,2024_04_25,SHAM_Male,280,35.0
2024_04_25E,2024_04_25,SHAM_Male,290,36.0
2024_04_25E,2024_04_25,SHAM_Male,300,39.0
2024_04_25F,2024_04_25,SHAM_Male,0,0.0
2024_04_25F,2024_04_25,SHAM_Male,10,0.0
2024_04_25F,2024_04_25,SHAM_Male,20,0.0
2024_04_25F,2024_04_25,SHAM_Male,30,0.0
2024_04_25F,2024_04_25,SHAM_Male,40,0.0
2024_04_25F,2024_04_25,SHAM_Male,50,0.0
2024_04_25F,2024_04_25,SHAM_Male,60,0.0
2024_04_25F,2024_04_25,SHAM_Male,70,0.0
2024_04_25F,2024_04_25,SHAM_Male,80,0.0
2024_04_25F,2024_04_25,SHAM_Male,90,0.0
2024_04_25F,2024_04_25,SHAM_Male,100,0.0
2024_04_25F,2024_04_25,SHAM_Male,110,0.0
2024_04_25F,2024_04_25,SHAM_Male,120,1.0
2024_04_25F,2024_04_25,SHAM_Male,130,1.0
2024_04_25F,2024_04_25,SHAM_Male,140,2.0
2024_04_25F,2024_04_25,SHAM_Male,150,4.0
2024_04_25F,2024_04_25,SHAM_Male,160,5.0
2024_04_25F,2024_04_25,SHAM_Male,170,7.0
2024_04_25F,2024_04_25,SHAM_Male,180,6.0
2024_04_25F,2024_04_25,SHAM_Male,190,8.0
2024_04_25F,2024_04_25,SHAM_Male,200,8.0
2024_04_25F,2024_04_25,SHAM_Male,210,10.0
2024_04_25F,2024_04_25,SHAM_Male,220,11.0
2024_04_25F,2024_04_25,SHAM_Male,230,11.0
2024_04_25F,2024_04_25,SHAM_Male,240,12.0
2024_04_25F,2024_04_25,SHAM_Male,250,12.0
2024_04_25F,2024_04_25,SHAM_Male,260,13.0
2024_04_25F,2024_04_25,SHAM_Male,270,14.0
2024_04_25F,2024_04_25,SHAM_Male,280,14.0
2024_04_25F,2024_04_25,SHAM_Male,290,16.0
2024_04_25F,2024_04_25,SHAM_Male,300,16.0
2024_07_15A,2024_07_15,SHAM_Male,0,0.0
2024_07_15A,2024_07_15,SHAM_Male,10,0.0
2024_07_15A,2024_07_15,SHAM_Male,20,0.0
2024_07_15A,2024_07_15,SHAM_Male,30,0.0
2024_07_15A,2024_07_15,SHAM_Male,40,0.0
2024_07_15A,2024_07_15,SHAM_Male,50,0.0
2024_07_15A,2024_07_15,SHAM_Male,60,1.0
2024_07_15A,2024_07_15,SHAM_Male,70,3.5
2024_07_15A,2024_07_15,SHAM_Male,80,5.0
2024_07_15A,2024_07_15,SHAM_Male,90,7.5
2024_07_15A,2024_07_15,SHAM_Male,100,9.0
2024_07_15A,2024_07_15,SHAM_Male,110,11.0
2024_07_15A,2024_07_15,SHAM_Male,120,12.0
2024_07_15A,2024_07_15,SHAM_Male,130,12.5
2024_07_15A,2024_07_15,SHAM_Male,140,12.0
2024_07_15A,2024_07_15,SHAM_Male,150,14.0
2024_07_15A,2024_07_15,SHAM_Male,160,14.0
2024_07_15A,2024_07_15,SHAM_Male,170,14.0
2024_07_15A,2024_07_15,SHAM_Male,180,15.0
2024_07_15A,2024_07_15,SHAM_Male,190,16.5
2024_07_15A,2024_07_15,SHAM_Male,200,16.5
2024_07_15A,2024_07_15,SHAM_Male,210,18.0
2024_07_15A,2024_07_15,SHAM_Male,220,17.5
2024_07_15A,2024_07_15,SHAM_Male,230,16.5
2024_07_15A,2024_07_15,SHAM_Male,240,17.0
2024_07_15A,2024_07_15,SHAM_Male,250,19.0
2024_07_15A,2024_07_15,SHAM_Male,260,17.5
2024_07_15A,2024_07_15,SHAM_Male,270,20.5
2024_07_15A,2024_07_15,SHAM_Male,280,17.0
2024_07_15A,2024_07_15,SHAM_Male,290,19.0
2024_07_15A,2024_07_15,SHAM_Male,300,19.0
2023_06_07B,2023_06_07,IONL_Male,0,0.0
2023_06_07B,2023_06_07,IONL_Male,10,0.0
2023_06_07B,2023_06_07,IONL_Male,20,0.0
2023_06_07B,2023_06_07,IONL_Male,30,1.0
2023_06_07B,2023_06_07,IONL_Male,40,3.0
2023_06_07B,2023_06_07,IONL_Male,50,2.0
2023_06_07B,2023_06_07,IONL_Male,60,3.0
2023_06_07B,2023_06_07,IONL_Male,70,5.0
2023_06_07B,2023_06_07,IONL_Male,80,6.0
2023_06_07B,2023_06_07,IONL_Male,90,6.0
2023_06_07B,2023_06_07,IONL_Male,100,8.0
2023_06_07B,2023_06_07,IONL_Male,110,9.0
2023_06_07B,2023_06_07,IONL_Male,120,9.0
2023_06_07B,2023_06_07,IONL_Male,130,9.0
2023_06_07B,2023_06_07,IONL_Male,140,11.0
2023_06_07B,2023_06_07,IONL_Male,150,11.0
2023_06_07B,2023_06_07,IONL_Male,160,12.0
2023_06_07B,2023_06_07,IONL_Male,170,13.0
2023_06_07B,2023_06_07,IONL_Male,180,13.0
2023_06_07B,2023_06_07,IONL_Male,190,14.0
2023_06_07B,2023_06_07,IONL_Male,200,15.0
2023_06_07B,2023_06_07,IONL_Male,210,15.0
2023_06_07B,2023_06_07,IONL_Male,220,17.0
2023_06_07B,2023_06_07,IONL_Male,230,17.0
2023_06_07B,2023_06_07,IONL_Male,240,17.0
2023_06_07B,2023_06_07,IONL_Male,250,18.0
2023_06_07B,2023_06_07,IONL_Male,260,18.0
2023_06_07B,2023_06_07,IONL_Male,270,19.0
2023_06_07B,2023_06_07,IONL_Male,280,19.0
2023_06_07B,2023_06_07,IONL_Male,290,20.0
2023_06_07B,2023_06_07,IONL_Male,300,20.0
2023_06_07D,2023_06_07,IONL_Male,0,0.0
2023_06_07D,2023_06_07,IONL_Male,10,0.0
2023_06_07D,2023_06_07,IONL_Male,20,0.0
2023_06_07D,2023_06_07,IONL_Male,30,0.0
2023_06_07D,2023_06_07,IONL_Male,40,0.0
2023_06_07D,2023_06_07,IONL_Male,50,0.0
2023_06_07D,2023_06_07,IONL_Male,60,0.0
2023_06_07D,2023_06_07,IONL_Male,70,0.0
2023_06_07D,2023_06_07,IONL_Male,80,0.0
2023_06_07D,2023_06_07,IONL_Male,90,0.0
2023_06_07D,2023_06_07,IONL_Male,100,0.0
2023_06_07D,2023_06_07,IONL_Male,110,0.0
2023_06_07D,2023_06_07,IONL_Male,120,0.0
2023_06_07D,2023_06_07,IONL_Male,130,0.0
2023_06_07D,2023_06_07,IONL_Male,140,0.0
2023_06_07D,2023_06_07,IONL_Male,150,0.0
2023_06_07D,2023_06_07,IONL_Male,160,0.0
2023_06_07D,2023_06_07,IONL_Male,170,0.5
2023_06_07D,2023_06_07,IONL_Male,180,0.5
2023_06_07D,2023_06_07,IONL_Male,190,1.0
2023_06_07D,2023_06_07,IONL_Male,200,1.0
2023_06_07D,2023_06_07,IONL_Male,210,1.5
2023_06_07D,2023_06_07,IONL_Male,220,2.0
2023_06_07D,2023_06_07,IONL_Male,230,1.5
2023_06_07D,2023_06_07,IONL_Male,240,2.0
2023_06_07D,2023_06_07,IONL_Male,250,3.0
2023_06_07D,2023_06_07,IONL_Male,260,3.0
2023_06_07D,2023_06_07,IONL_Male,270,4.5
2023_06_07D,2023_06_07,IONL_Male,280,4.0
2023_06_07D,2023_06_07,IONL_Male,290,5.5
2023_06_07D,2023_06_07,IONL_Male,300,6.0
2023_06_15C,2023_06_15,IONL_Male,0,0.0
2023_06_15C,2023_06_15,IONL_Male,10,0.0
2023_06_15C,2023_06_15,IONL_Male,20,0.0
2023_06_15C,2023_06_15,IONL_Male,30,0.0
2023_06_15C,2023_06_15,IONL_Male,40,0.0
2023_06_15C,2023_06_15,IONL_Male,50,0.0
2023_06_15C,2023_06_15,IONL_Male,60,0.0
2023_06_15C,2023_06_15,IONL_Male,70,0.0
2023_06_15C,2023_06_15,IONL_Male,80,0.0
2023_06_15C,2023_06_15,IONL_Male,90,0.0
2023_06_15C,2023_06_15,IONL_Male,100,0.0
2023_06_15C,2023_06_15,IONL_Male,110,0.0
2023_06_15C,2023_06_15,IONL_Male,120,0.0
2023_06_15C,2023_06_15,IONL_Male,130,0.0
2023_06_15C,2023_06_15,IONL_Male,140,3.0
2023_06_15C,2023_06_15,IONL_Male,150,4.5
2023_06_15C,2023_06_15,IONL_Male,160,8.0
2023_06_15C,2023_06_15,IONL_Male,170,10.5
2023_06_15C,2023_06_15,IONL_Male,180,11.5
2023_06_15C,2023_06_15,IONL_Male,190,12.5
2023_06_15C,2023_06_15,IONL_Male,200,13.5
2023_06_15C,2023_06_15,IONL_Male,210,15.5
2023_06_15C,2023_06_15,IONL_Male,220,19.5
2023_06_15C,2023_06_15,IONL_Male,230,19.0
2023_06_15C,2023_06_15,IONL_Male,240,19.5
2023_06_15C,2023_06_15,IONL_Male,250,21.5
2023_06_15C,2023_06_15,IONL_Male,260,23.0
2023_06_15C,2023_06_15,IONL_Male,270,26.0
2023_06_15C,2023_06_15,IONL_Male,280,28.0
2023_06_15C,2023_06_15,IONL_Male,290,27.0
2023_06_15C,2023_06_15,IONL_Male,300,29.0
2023_07_06B,2023_07_06,IONL_Male,0,0.0
2023_07_06B,2023_07_06,IONL_Male,10,0.0
2023_07_06B,2023_07_06,IONL_Male,20,0.0
2023_07_06B,2023_07_06,IONL_Male,30,0.0
2023_07_06B,2023_07_06,IONL_Male,40,0.5
2023_07_06B,2023_07_06,IONL_Male,50,0.5
2023_07_06B,2023_07_06,IONL_Male,60,0.5
2023_07_06B,2023_07_06,IONL_Male,70,1.5
2023_07_06B,2023_07_06,IONL_Male,80,1.5
2023_07_06B,2023_07_06,IONL_Male,90,1.5
2023_07_06B,2023_07_06,IONL_Male,100,1.5
2023_07_06B,2023_07_06,IONL_Male,110,2.5
2023_07_06B,2023_07_06,IONL_Male,120,2.5
2023_07_06B,2023_07_06,IONL_Male,130,3.5
2023_07_06B,2023_07_06,IONL_Male,140,3.5
2023_07_06B,2023_07_06,IONL_Male,150,3.5
2023_07_06B,2023_07_06,IONL_Male,160,3.0
2023_07_06B,2023_07_06,IONL_Male,170,3.5
2023_07_06B,2023_07_06,IONL_Male,180,3.5
2023_07_06B,2023_07_06,IONL_Male,190,4.0
2023_07_06B,2023_07_06,IONL_Male,200,4.0
2023_07_06B,2023_07_06,IONL_Male,210,4.0
2023_07_06B,2023_07_06,IONL_Male,220,5.5
2023_07_06B,2023_07_06,IONL_Male,230,4.0
2023_07_06B,2023_07_06,IONL_Male,240,4.5
2023_07_06B,2023_07_06,IONL_Male,250,4.0
2023_07_06B,2023_07_06,IONL_Male,260,4.0
2023_07_06B,2023_07_06,IONL_Male,270,4.0
2023_07_06B,2023_07_06,IONL_Male,280,4.5
2023_07_06B,2023_07_06,IONL_Male,290,5.0
2023_07_06B,2023_07_06,IONL_Male,300,4.5
2023_07_06C,2023_07_06,IONL_Male,0,0.0
2023_07_06C,2023_07_06,IONL_Male,10,0.0
2023_07_06C,2023_07_06,IONL_Male,20,0.0
2023_07_06C,2023_07_06,IONL_Male,30,0.0
2023_07_06C,2023_07_06,IONL_Male,40,1.0
2023_07_06C,2023_07_06,IONL_Male,50,3.5
2023_07_06C,2023_07_06,IONL_Male,60,4.0
2023_07_06C,2023_07_06,IONL_Male,70,5.0
2023_07_06C,2023_07_06,IONL_Male,80,6.0
2023_07_06C,2023_07_06,IONL_Male,90,9.0
2023_07_06C,2023_07_06,IONL_Male,100,8.5
2023_07_06C,2023_07_06,IONL_Male,110,8.5
2023_07_06C,2023_07_06,IONL_Male,120,11.5
2023_07_06C,2023_07_06,IONL_Male,130,13.5
2023_07_06C,2023_07_06,IONL_Male,140,13.5
2023_07_06C,2023_07_06,IONL_Male,150,15.0
2023_07_06C,2023_07_06,IONL_Male,160,15.5
2023_07_06C,2023_07_06,IONL_Male,170,17.0
2023_07_06C,2023_07_06,IONL_Male,180,18.0
2023_07_06C,2023_07_06,IONL_Male,190,18.5
2023_07_06C,2023_07_06,IONL_Male,200,20.0
2023_07_06C,2023_07_06,IONL_Male,210,21.0
2023_07_06C,2023_07_06,IONL_Male,220,22.0
2023_07_06C,2023_07_06,IONL_Male,230,23.5
2023_07_06C,2023_07_06,IONL_Male,240,24.0
2023_07_06C,2023_07_06,IONL_Male,250,25.0
2023_07_06C,2023_07_06,IONL_Male,260,26.0
2023_07_06C,2023_07_06,IONL_Male,270,26.5
2023_07_06C,2023_07_06,IONL_Male,280,27.5
2023_07_06C,2023_07_06,IONL_Male,290,28.5
2023_07_06C,2023_07_06,IONL_Male,300,28.5
2023_07_06D,2023_07_06,IONL_Male,0,0.0
2023_07_06D,2023_07_06,IONL_Male,10,0.0
2023_07_06D,2023_07_06,IONL_Male,20,0.0
2023_07_06D,2023_07_06,IONL_Male,30,0.0
2023_07_06D,2023_07_06,IONL_Male,40,0.0
2023_07_06D,2023_07_06,IONL_Male,50,1.5
2023_07_06D,2023_07_06,IONL_Male,60,1.5
2023_07_06D,2023_07_06,IONL_Male,70,1.0
2023_07_06D,2023_07_06,IONL_Male,80,3.0
2023_07_06D,2023_07_06,IONL_Male,90,4.5
2023_07_06D,2023_07_06,IONL_Male,100,4.5
2023_07_06D,2023_07_06,IONL_Male,110,5.0
2023_07_06D,2023_07_06,IONL_Male,120,7.5
2023_07_06D,2023_07_06,IONL_Male,130,6.0
2023_07_06D,2023_07_06,IONL_Male,140,6.5
2023_07_06D,2023_07_06,IONL_Male,150,7.0
2023_07_06D,2023_07_06,IONL_Male,160,8.0
2023_07_06D,2023_07_06,IONL_Male,170,10.0
2023_07_06D,2023_07_06,IONL_Male,180,11.0
2023_07_06D,2023_07_06,IONL_Male,190,12.0
2023_07_06D,2023_07_06,IONL_Male,200,12.0
2023_07_06D,2023_07_06,IONL_Male,210,12.5
2023_07_06D,2023_07_06,IONL_Male,220,13.5
2023_07_06D,2023_07_06,IONL_Male,230,13.5
2023_07_06D,2023_07_06,IONL_Male,240,14.0
2023_07_06D,2023_07_06,IONL_Male,250,15.0
2023_07_06D,2023_07_06,IONL_Male,260,15.5
2023_07_06D,2023_07_06,IONL_Male,270,16.0
2023_07_06D,2023_07_06,IONL_Male,280,16.5
2023_07_06D,2023_07_06,IONL_Male,290,17.0
2023_07_06D,2023_07_06,IONL_Male,300,17.5
2023_07_06E,2023_07_06,IONL_Male,0,0.0
2023_07_06E,2023_07_06,IONL_Male,10,0.0
2023_07_06E,2023_07_06,IONL_Male,20,0.0
2023_07_06E,2023_07_06,IONL_Male,30,0.0
2023_07_06E,2023_07_06,IONL_Male,40,0.0
2023_07_06E,2023_07_06,IONL_Male,50,0.0
2023_07_06E,2023_07_06,IONL_Male,60,1.0
2023_07_06E,2023_07_06,IONL_Male,70,2.5
2023_07_06E,2023_07_06,IONL_Male,80,5.5
2023_07_06E,2023_07_06,IONL_Male,90,6.5
2023_07_06E,2023_07_06,IONL_Male,100,7.5
2023_07_06E,2023_07_06,IONL_Male,110,10.0
2023_07_06E,2023_07_06,IONL_Male,120,12.0
2023_07_06E,2023_07_06,IONL_Male,130,13.0
2023_07_06E,2023_07_06,IONL_Male,140,15.0
2023_07_06E,2023_07_06,IONL_Male,150,16.5
2023_07_06E,2023_07_06,IONL_Male,160,17.0
2023_07_06E,2023_07_06,IONL_Male,170,18.0
2023_07_06E,2023_07_06,IONL_Male,180,18.5
2023_07_06E,2023_07_06,IONL_Male,190,19.5
2023_07_06E,2023_07_06,IONL_Male,200,20.5
2023_07_06E,2023_07_06,IONL_Male,210,21.0
2023_07_06E,2023_07_06,IONL_Male,220,22.0
2023_07_06E,2023_07_06,IONL_Male,230,22.5
2023_07_06E,2023_07_06,IONL_Male,240,25.5
2023_07_06E,2023_07_06,IONL_Male,250,25.0
2023_07_06E,2023_07_06,IONL_Male,260,25.0
2023_07_06E,2023_07_06,IONL_Male,270,24.5
2023_07_06E,2023_07_06,IONL_Male,280,25.0
2023_07_06E,2023_07_06,IONL_Male,290,27.5
2023_07_06E,2023_07_06,IONL_Male,300,28.5
2023_07_10A,2023_07_10,IONL_Male,0,0.0
2023_07_10A,2023_07_10,IONL_Male,10,0.0
2023_07_10A,2023_07_10,IONL_Male,20,0.0
2023_07_10A,2023_07_10,IONL_Male,30,0.0
2023_07_10A,2023_07_10,IONL_Male,40,1.0
2023_07_10A,2023_07_10,IONL_Male,50,7.0
2023_07_10A,2023_07_10,IONL_Male,60,9.0
2023_07_10A,2023_07_10,IONL_Male,70,10.0
2023_07_10A,2023_07_10,IONL_Male,80,12.0
2023_07_10A,2023_07_10,IONL_Male,90,16.0
2023_07_10A,2023_07_10,IONL_Male,100,17.0
2023_07_10A,2023_07_10,IONL_Male,110,18.0
2023_07_10A,2023_07_10,IONL_Male,120,20.0
2023_07_10A,2023_07_10,IONL_Male,130,21.0
2023_07_10A,2023_07_10,IONL_Male,140,22.0
2023_07_10A,2023_07_10,IONL_Male,150,23.0
2023_07_10A,2023_07_10,IONL_Male,160,27.0
2023_07_10A,2023_07_10,IONL_Male,170,27.0
2023_07_10A,2023_07_10,IONL_Male,180,28.0
2023_07_10A,2023_07_10,IONL_Male,190,29.0
2023_07_10A,2023_07_10,IONL_Male,200,30.0
2023_07_10A,2023_07_10,IONL_Male,210,32.0
2023_07_10A,2023_07_10,IONL_Male,220,33.0
2023_07_10A,2023_07_10,IONL_Male,230,33.0
2023_07_10A,2023_07_10,IONL_Male,240,35.0
2023_07_10A,2023_07_10,IONL_Male,250,37.0
2023_07_10A,2023_07_10,IONL_Male,260,36.0
2023_07_10A,2023_07_10,IONL_Male,270,37.0
2023_07_10A,2023_07_10,IONL_Male,280,41.0
2023_07_10A,2023_07_10,IONL_Male,290,42.0
2023_07_10A,2023_07_10,IONL_Male,300,43.0
2023_07_10C,2023_07_10,IONL_Male,0,0.0
2023_07_10C,2023_07_10,IONL_Male,10,0.0
2023_07_10C,2023_07_10,IONL_Male,20,0.0
2023_07_10C,2023_07_10,IONL_Male,30,0.0
2023_07_10C,2023_07_10,IONL_Male,40,0.0
2023_07_10C,2023_07_10,IONL_Male,50,0.0
2023_07_10C,2023_07_10,IONL_Male,60,0.0
2023_07_10C,2023_07_10,IONL_Male,70,0.0
2023_07_10C,2023_07_10,IONL_Male,80,0.0
2023_07_10C,2023_07_10,IONL_Male,90,0.0
2023_07_10C,2023_07_10,IONL_Male,100,5.0
2023_07_10C,2023_07_10,IONL_Male,110,7.0
2023_07_10C,2023_07_10,IONL_Male,120,9.0
2023_07_10C,2023_07_10,IONL_Male,130,10.0
2023_07_10C,2023_07_10,IONL_Male,140,11.0
2023_07_10C,2023_07_10,IONL_Male,150,13.0
2023_07_10C,2023_07_10,IONL_Male,160,13.0
2023_07_10C,2023_07_10,IONL_Male,170,15.0
2023_07_10C,2023_07_10,IONL_Male,180,17.0
2023_07_10C,2023_07_10,IONL_Male,190,20.0
2023_07_10C,2023_07_10,IONL_Male,200,22.0
2023_07_10C,2023_07_10,IONL_Male,210,23.0
2023_07_10C,2023_07_10,IONL_Male,220,24.0
2023_07_10C,2023_07_10,IONL_Male,230,25.0
2023_07_10C,2023_07_10,IONL_Male,240,25.0
2023_07_10C,2023_07_10,IONL_Male,250,26.0
2023_07_10C,2023_07_10,IONL_Male,260,30.0
2023_07_10C,2023_07_10,IONL_Male,270,27.0
2023_07_10C,2023_07_10,IONL_Male,280,28.0
2023_07_10C,2023_07_10,IONL_Male,290,29.0
2023_07_10C,2023_07_10,IONL_Male,300,30.0
2023_07_10D,2023_07_10,IONL_Male,0,0.0
2023_07_10D,2023_07_10,IONL_Male,10,0.0
2023_07_10D,2023_07_10,IONL_Male,20,0.0
2023_07_10D,2023_07_10,IONL_Male,30,0.0
2023_07_10D,2023_07_10,IONL_Male,40,0.0
2023_07_10D,2023_07_10,IONL_Male,50,0.0
2023_07_10D,2023_07_10,IONL_Male,60,0.0
2023_07_10D,2023_07_10,IONL_Male,70,0.0
2023_07_10D,2023_07_10,IONL_Male,80,0.0
2023_07_10D,2023_07_10,IONL_Male,90,0.0
2023_07_10D,2023_07_10,IONL_Male,100,4.0
2023_07_10D,2023_07_10,IONL_Male,110,7.0
2023_07_10D,2023_07_10,IONL_Male,120,8.0
2023_07_10D,2023_07_10,IONL_Male,130,9.0
2023_07_10D,2023_07_10,IONL_Male,140,10.0
2023_07_10D,2023_07_10,IONL_Male,150,12.0
2023_07_10D,2023_07_10,IONL_Male,160,12.0
2023_07_10D,2023_07_10,IONL_Male,170,13.0
2023_07_10D,2023_07_10,IONL_Male,180,14.0
2023_07_10D,2023_07_10,IONL_Male,190,15.0
2023_07_10D,2023_07_10,IONL_Male,200,17.0
2023_07_10D,2023_07_10,IONL_Male,210,18.0
2023_07_10D,2023_07_10,IONL_Male,220,19.0
2023_07_10D,2023_07_10,IONL_Male,230,21.0
2023_07_10D,2023_07_10,IONL_Male,240,21.0
2023_07_10D,2023_07_10,IONL_Male,250,24.0
2023_07_10D,2023_07_10,IONL_Male,260,24.0
2023_07_10D,2023_07_10,IONL_Male,270,24.0
2023_07_10D,2023_07_10,IONL_Male,280,25.0
2023_07_10D,2023_07_10,IONL_Male,290,26.0
2023_07_10D,2023_07_10,IONL_Male,300,26.0
2024_01_16A,2024_01_16,IONL_Male,0,0.0
2024_01_16A,2024_01_16,IONL_Male,10,0.0
2024_01_16A,2024_01_16,IONL_Male,20,0.0
2024_01_16A,2024_01_16,IONL_Male,30,0.0
2024_01_16A,2024_01_16,IONL_Male,40,0.0
2024_01_16A,2024_01_16,IONL_Male,50,4.0
2024_01_16A,2024_01_16,IONL_Male,60,8.5
2024_01_16A,2024_01_16,IONL_Male,70,10.5
2024_01_16A,2024_01_16,IONL_Male,80,12.5
2024_01_16A,2024_01_16,IONL_Male,90,15.5
2024_01_16A,2024_01_16,IONL_Male,100,16.5
2024_01_16A,2024_01_16,IONL_Male,110,17.5
2024_01_16A,2024_01_16,IONL_Male,120,19.5
2024_01_16A,2024_01_16,IONL_Male,130,21.5
2024_01_16A,2024_01_16,IONL_Male,140,24.0
2024_01_16A,2024_01_16,IONL_Male,150,24.0
2024_01_16A,2024_01_16,IONL_Male,160,25.5
2024_01_16A,2024_01_16,IONL_Male,170,26.5
2024_01_16A,2024_01_16,IONL_Male,180,28.0
2024_01_16A,2024_01_16,IONL_Male,190,28.5
2024_01_16A,2024_01_16,IONL_Male,200,30.5
2024_01_16A,2024_01_16,IONL_Male,210,31.0
2024_01_16A,2024_01_16,IONL_Male,220,32.5
2024_01_16A,2024_01_16,IONL_Male,230,32.5
2024_01_16A,2024_01_16,IONL_Male,240,34.5
2024_01_16A,2024_01_16,IONL_Male,250,34.5
2024_01_16A,2024_01_16,IONL_Male,260,35.5
2024_01_16A,2024_01_16,IONL_Male,270,36.5
2024_01_16A,2024_01_16,IONL_Male,280,37.5
2024_01_16A,2024_01_16,IONL_Male,290,37.5
2024_01_16A,2024_01_16,IONL_Male,300,38.5
2024_01_16B,2024_01_16,IONL_Male,0,0.0
2024_01_16B,2024_01_16,IONL_Male,10,0.0
2024_01_16B,2024_01_16,IONL_Male,20,0.0
2024_01_16B,2024_01_16,IONL_Male,30,0.0
2024_01_16B,2024_01_16,IONL_Male,40,0.0
2024_01_16B,2024_01_16,IONL_Male,50,0.0
2024_01_16B,2024_01_16,IONL_Male,60,0.0
2024_01_16B,2024_01_16,IONL_Male,70,0.3333333333333333
2024_01_16B,2024_01_16,IONL_Male,80,0.6666666666666666
2024_01_16B,2024_01_16,IONL_Male,90,1.0
2024_01_16B,2024_01_16,IONL_Male,100,1.0
2024_01_16B,2024_01_16,IONL_Male,110,2.0
2024_01_16B,2024_01_16,IONL_Male,120,2.0
2024_01_16B,2024_01_16,IONL_Male,130,2.0
2024_01_16B,2024_01_16,IONL_Male,140,2.6666666666666665
2024_01_16B,2024_01_16,IONL_Male,150,2.333333333333333
2024_01_16B,2024_01_16,IONL_Male,160,3.0
2024_01_16B,2024_01_16,IONL_Male,170,3.333333333333333
2024_01_16B,2024_01_16,IONL_Male,180,3.333333333333333
2024_01_16B,2024_01_16,IONL_Male,190,4.666666666666667
2024_01_16B,2024_01_16,IONL_Male,200,4.666666666666667
2024_01_16B,2024_01_16,IONL_Male,210,5.0
2024_01_16B,2024_01_16,IONL_Male,220,5.333333333333333
2024_01_16B,2024_01_16,IONL_Male,230,6.0
2024_01_16B,2024_01_16,IONL_Male,240,5.666666666666667
2024_01_16B,2024_01_16,IONL_Male,250,6.666666666666667
2024_01_16B,2024_01_16,IONL_Male,260,7.0
2024_01_16B,2024_01_16,IONL_Male,270,7.666666666666667
2024_01_16B,2024_01_16,IONL_Male,280,7.0
2024_01_16B,2024_01_16,IONL_Male,290,8.666666666666666
2024_01_16B,2024_01_16,IONL_Male,300,8.333333333333334
2024_01_16C,2024_01_16,IONL_Male,0,0.0
2024_01_16C,2024_01_16,IONL_Male,10,0.0
2024_01_16C,2024_01_16,IONL_Male,20,0.0
2024_01_16C,2024_01_16,IONL_Male,30,0.0
2024_01_16C,2024_01_16,IONL_Male,40,0.0
2024_01_16C,2024_01_16,IONL_Male,50,0.0
2024_01_16C,2024_01_16,IONL_Male,60,0.0
2024_01_16C,2024_01_16,IONL_Male,70,0.0
2024_01_16C,2024_01_16,IONL_Male,80,0.0
2024_01_16C,2024_01_16,IONL_Male,90,0.0
2024_01_16C,2024_01_16,IONL_Male,100,0.0
2024_01_16C,2024_01_16,IONL_Male,110,0.0
2024_01_16C,2024_01_16,IONL_Male,120,0.0
2024_01_16C,2024_01_16,IONL_Male,130,0.0
2024_01_16C,2024_01_16,IONL_Male,140,0.0
2024_01_16C,2024_01_16,IONL_Male,150,0.0
2024_01_16C,2024_01_16,IONL_Male,160,0.0
2024_01_16C,2024_01_16,IONL_Male,170,0.0
2024_01_16C,2024_01_16,IONL_Male,180,0.0
2024_01_16C,2024_01_16,IONL_Male,190,0.0
2024_01_16C,2024_01_16,IONL_Male,200,0.0
2024_01_16C,2024_01_16,IONL_Male,210,0.6666666666666666
2024_01_16C,2024_01_16,IONL_Male,220,0.6666666666666666
2024_01_16C,2024_01_16,IONL_Male,230,0.6666666666666666
2024_01_16C,2024_01_16,IONL_Male,240,0.0
2024_01_16C,2024_01_16,IONL_Male,250,0.6666666666666666
2024_01_16C,2024_01_16,IONL_Male,260,0.6666666666666666
2024_01_16C,2024_01_16,IONL_Male,270,2.0
2024_01_16C,2024_01_16,IONL_Male,280,2.0
2024_01_16C,2024_01_16,IONL_Male,290,2.0
2024_01_16C,2024_01_16,IONL_Male,300,2.0
2024_01_16D,2024_01_16,IONL_Male,0,0.0
2024_01_16D,2024_01_16,IONL_Male,10,0.0
2024_01_16D,2024_01_16,IONL_Male,20,0.0
2024_01_16D,2024_01_16,IONL_Male,30,0.0
2024_01_16D,2024_01_16,IONL_Male,40,0.0
2024_01_16D,2024_01_16,IONL_Male,50,0.0
2024_01_16D,2024_01_16,IONL_Male,60,0.0
2024_01_16D,2024_01_16,IONL_Male,70,0.0
2024_01_16D,2024_01_16,IONL_Male,80,0.0
2024_01_16D,2024_01_16,IONL_Male,90,0.0
2024_01_16D,2024_01_16,IONL_Male,100,0.0
2024_01_16D,2024_01_16,IONL_Male,110,0.0
2024_01_16D,2024_01_16,IONL_Male,120,0.0
2024_01_16D,2024_01_16,IONL_Male,130,0.3333333333333333
2024_01_16D,2024_01_16,IONL_Male,140,1.0
2024_01_16D,2024_01_16,IONL_Male,150,5.666666666666667
2024_01_16D,2024_01_16,IONL_Male,160,10.333333333333334
2024_01_16D,2024_01_16,IONL_Male,170,11.666666666666666
2024_01_16D,2024_01_16,IONL_Male,180,13.0
