Slice_Name,Animal_Name,Slice_Condition_Sex,Soma_area,Day_Post_Surgery
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,101.29,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,67.666,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,163.213,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,76.474,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,143.842,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,95.518,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,239.121,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,143.306,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,98.969,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,182.793,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,155.209,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,125.601,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,134.617,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,302.562,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,145.627,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,149.912,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,97.63,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,202.878,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,319.225,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,331.009,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,136.432,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,80.818,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,123.399,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,91.828,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,71.742,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,66.922,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,186.274,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,79.211,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,261.141,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,200.319,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,167.706,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,270.633,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,89.179,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,104.95,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,114.562,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,114.562,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,75.373,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,74.123,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,92.899,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,67.13,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,222.666,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,170.146,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,132.058,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,82.544,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,91.887,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,114.948,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,140.717,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,240.52,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,170.206,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,196.689,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,121.197,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,141.759,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,299.526,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,115.335,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,151.37,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,79.33,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,68.291,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,129.41,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,214.602,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,158.809,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,245.519,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,218.5,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,148.93,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,82.336,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,77.128,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,86.71,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,74.42,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,87.186,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,103.998,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,141.789,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,80.044,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,81.443,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,130.362,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,83.645,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,224.005,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,262.569,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,227.04,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,240.55,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,152.292,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,205.883,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,160.803,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,213.293,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,92.78,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,78.318,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,45.051,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,58.947,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,79.538,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,100.308,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,78.884,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,79.122,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,277.894,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,161.219,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,130.362,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,102.54,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,198.653,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,100.874,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,248.524,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,115.603,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,92.661,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,65.583,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,114.621,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,64.75,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,113.401,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,80.372,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,162.737,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,183.715,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,89.179,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,198.682,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,60.762,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,111.229,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,82.752,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,175.205,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,214.185,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,205.883,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,124.679,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,98.88,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,82.722,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,82.633,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,61.833,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,114.532,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,91.649,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,154.554,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,89.923,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,55.704,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,160.327,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,70.463,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,61.387,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,138.218,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,123.221,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,157.113,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,118.638,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,72.189,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,120.87,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,138.991,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,346.839,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,194.933,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,101.856,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,219.512,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,120.662,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,53.502,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,97.243,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,95.131,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,47.759,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,97.779,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,243.406,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,89.358,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,148.127,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,73.855,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,115.216,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,163.808,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,140.39,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,61.833,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,198.147,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,209.841,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,277.179,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,166.962,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,219.482,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,231.861,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,148.841,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,301.312,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,194.219,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,67.16,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,124.173,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,179.579,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,118.757,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,138.277,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,142.83,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,228.468,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,125.809,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,397.663,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,234.955,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,110.515,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,128.607,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,62.934,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,111.943,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,65.226,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,49.009,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,163.57,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,166.724,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,85.192,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,64.422,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,85.906,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,64.482,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,82.157,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,72.754,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,53.68,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,110.783,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,202.372,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,40.32,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,84.984,27.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,70.522,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,49.693,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,52.698,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,47.67,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,61.357,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,34.13,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,85.668,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,121.703,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,41.897,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,57.37,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,141.729,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,309.673,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,84.18,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,107.628,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,139.14,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,72.962,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,216.209,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,63.887,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,66.773,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,84.716,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,49.187,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,77.842,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,84.21,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,49.871,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,85.668,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,94.982,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,65.821,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,40.915,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,72.695,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,145.835,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,77.783,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,70.046,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,141.431,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,66.684,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,187.107,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,104.95,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,60.137,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,72.129,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,171.307,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,37.88,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,73.081,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,86.65,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,74.629,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,76.444,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,65.613,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,52.996,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,52.252,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,44.039,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,52.639,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,208.502,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,167.587,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,187.94,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,66.208,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,81.859,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,52.133,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,36.749,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,66.237,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,172.765,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,139.825,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,93.435,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,94.268,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,49.276,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,54.781,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,77.991,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,36.689,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,40.647,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,68.945,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,82.217,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,46.33,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,84.151,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,145.687,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,92.036,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,67.487,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,77.694,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,194.487,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,59.036,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,102.629,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,72.099,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,79.36,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,67.755,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,56.924,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,82.901,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,43.623,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,74.331,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,72.962,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,50.764,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,98.344,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,53.412,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,237.068,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,164.225,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,150.686,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,70.879,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,141.521,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,93.643,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,48.473,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,235.818,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,132.267,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,69.927,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,148.186,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,72.01,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,74.45,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,65.136,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,83.466,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,41.599,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,66.475,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,99.445,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,105.188,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,97.779,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,87.037,29.0
IONL rat MZ_2024_17 Contra 3,MZ_2024_17,IONL_Male,68.558,29.0
SHAM rat MZ_2024_15 Contra 4,MZ_2024_15,SHAM_Male,250.964,27.0
SHAM rat MZ_2024_15 Contra 4,MZ_2024_15,SHAM_Male,90.786,27.0
SHAM rat MZ_2024_15 Contra 4,MZ_2024_15,SHAM_Male,72.486,27.0
SHAM rat MZ_2024_15 Contra 4,MZ_2024_15,SHAM_Male,107.122,27.0
SHAM rat MZ_2024_15 Contra 4,MZ_2024_15,SHAM_Male,65.553,27.0
SHAM rat MZ_2024_15 Contra 4,MZ_2024_15,SHAM_Male,96.5,27.0
SHAM rat MZ_2024_15 Contra 4,MZ_2024_15,SHAM_Male,79.985,27.0
SHAM rat MZ_2024_15 Contra 4,MZ_2024_15,SHAM_Male,90.34,27.0
